time_s,pc0,pc1,pc2,pc3,i0,v0,i1,v1,i2,v2,i3,v3,i4,v4,i5,v5,i6,v6
90.028460,0,0,0,0,0.855989,5.036553,0.010449,1.583830,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.028547,0,0,0,0,0.836886,5.028882,0.010449,1.583061,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.028635,0,0,0,0,0.840899,5.031951,0.010449,1.583061,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.028723,0,0,0,0,0.846999,5.028882,0.010449,1.583061,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.028811,0,0,0,0,0.847481,5.029649,0.010449,1.583061,0.006612,1.515686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.028898,0,0,0,0,0.845073,5.028115,0.010449,1.584600,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.028986,0,0,0,0,0.845394,5.024280,0.010449,1.583061,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029074,0,0,0,0,0.851494,5.031183,0.010449,1.584600,0.006612,1.516454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029162,0,0,0,0,0.857273,5.031951,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029249,0,0,0,0,0.828699,5.030416,0.010449,1.581522,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029337,0,0,0,0,0.836725,5.029649,0.010449,1.583061,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029425,0,0,0,0,0.832391,5.029649,0.010449,1.584600,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029513,0,0,0,0,0.824525,5.031951,0.010449,1.583830,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029600,0,0,0,0,0.832070,5.031183,0.010449,1.586908,0.006612,1.515686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029688,0,0,0,0,0.836725,5.028882,0.010449,1.583061,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029776,0,0,0,0,0.839775,5.034252,0.010449,1.584600,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029864,0,0,0,0,0.833675,5.031183,0.010449,1.580752,0.006612,1.515686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.029951,0,0,0,0,0.840578,5.031951,0.010449,1.583830,0.006612,1.515686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90.030039,0,0,0,0,0.830625,5.031183,0.010449,1.584600,0.006612,1.515686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.031456,0,0,0,0,0.869634,5.023513,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.031544,0,0,0,0,0.870597,5.031951,0.010449,1.580752,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.031631,0,0,0,0,0.854223,5.028115,0.010449,1.580752,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.031719,0,0,0,0,0.870757,5.031183,0.010449,1.582291,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.031807,0,0,0,0,0.867868,5.019677,0.010449,1.582291,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.031895,0,0,0,0,0.867226,5.030416,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.031982,0,0,0,0,0.869152,5.028115,0.010449,1.583061,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032070,0,0,0,0,0.863534,5.026581,0.010449,1.579983,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032158,0,0,0,0,0.853260,5.021978,0.010449,1.583061,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032246,0,0,0,0,0.850210,5.026581,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032333,0,0,0,0,0.872844,5.027348,0.010449,1.582291,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032421,0,0,0,0,0.866102,5.013540,0.010449,1.582291,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032509,0,0,0,0,0.868831,5.007404,0.010449,1.583830,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032597,0,0,0,0,0.882637,5.006637,0.010449,1.581522,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032684,0,0,0,0,0.892589,5.002801,0.010449,1.580752,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032772,0,0,0,0,0.890503,5.008171,0.010449,1.581522,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032860,0,0,0,0,0.891305,5.008171,0.010449,1.583061,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.032948,0,0,0,0,0.895800,5.012773,0.010449,1.582291,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033035,0,0,0,0,0.890181,5.015842,0.010449,1.580752,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033123,0,0,0,0,0.886971,5.025047,0.010449,1.582291,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033211,0,0,0,0,0.884724,5.018910,0.010449,1.580752,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033299,0,0,0,0,0.880068,5.028882,0.010449,1.580752,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033386,0,0,0,0,0.876858,5.031183,0.010449,1.583061,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033474,0,0,0,0,0.872202,5.030416,0.010449,1.581522,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033562,0,0,0,0,0.869955,5.035019,0.010449,1.583061,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033650,0,0,0,0,0.873647,5.034252,0.010449,1.582291,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033737,0,0,0,0,0.867226,5.035019,0.010449,1.581522,0.006612,1.511844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033825,0,0,0,0,0.868189,5.037320,0.010449,1.582291,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.033913,0,0,0,0,0.870597,5.040389,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034001,0,0,0,0,0.841060,5.031183,0.010449,1.581522,0.006612,1.512613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034089,0,0,0,0,0.829501,5.031951,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034176,0,0,0,0,0.838652,5.031183,0.010449,1.585369,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034272,0,0,0,0,0.833675,5.029649,0.010449,1.583061,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034359,0,0,0,0,0.826612,5.031951,0.010449,1.581522,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034447,0,0,0,0,0.833675,5.033485,0.010449,1.583061,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034535,0,0,0,0,0.842023,5.028882,0.010449,1.583061,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034623,0,0,0,0,0.834157,5.030416,0.010449,1.583061,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034710,0,0,0,0,0.842825,5.029649,0.010449,1.582291,0.006612,1.511076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034798,0,0,0,0,0.830304,5.032718,0.010449,1.581522,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034886,0,0,0,0,0.840417,5.030416,0.010449,1.582291,0.006612,1.514149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.034974,0,0,0,0,0.834317,5.026581,0.010449,1.582291,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.035061,0,0,0,0,0.846518,5.028115,0.010449,1.580752,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.035149,0,0,0,0,0.832230,5.028115,0.010449,1.582291,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.035237,0,0,0,0,0.840899,5.027348,0.010449,1.582291,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.035325,0,0,0,0,0.842183,5.031951,0.010449,1.583830,0.006612,1.513381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106.035412,0,0,0,0,0.839294,5.027348,0.010449,1.580752,0.006612,1.514918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
